,Property_Area,Frequency_of_Powercuts,Traffic_Density_Score,Air_Quality_Index,Neighborhood_Review,Crime_Rate_equivalent,Water_Supply_equivalent,Dust_and_Noise_equivalent,Property_Type_equivalent,Power_Backup_equivalent
15224,620,0.0,5.35,84.0,4.19,40,1.0,20,2,1.0
15225,1373,0.0,4.77,116.0,4.15,40,1.0,20,4,0.0
15226,298,1.0,6.49,95.0,3.54,25,1.5,15,1,1.0
15227,978,0.0,6.21,95.0,4.48,50,2.0,20,2,0.0
15228,616,0.0,6.62,110.0,4.15,25,1.5,15,1,1.0
15229,291,1.0,6.82,170.0,4.01,25,1.5,15,1,1.0
15230,652,0.0,3.55,53.0,4.93,50,1.0,10,2,0.0
15231,1155,0.0,6.9,109.0,4.77,50,1.0,15,4,0.0
15232,1677,0.0,5.29,96.0,4.17,40,1.0,20,4,0.0
15233,1151,0.0,5.62,111.0,3.84,40,2.0,20,5,0.0
15234,2114,0.0,4.95,112.0,4.78,50,1.0,20,4,0.0
15235,397,0.0,5.74,117.0,3.52,20,1.0,20,2,1.0
15236,1912,0.0,6.44,134.0,4.12,25,1.5,15,1,1.0
15237,1058,1.0,6.17,106.0,3.53,40,1.0,20,5,0.0
15238,3236,1.0,5.04,90.0,3.24,40,2.0,20,6,0.0
15239,2159,0.0,5.47,111.0,4.78,50,1.0,20,4,0.0
15240,104,0.0,3.83,54.0,4.92,50,1.0,10,2,1.0
15241,636,0.0,6.2,160.0,3.77,25,1.5,15,1,1.0
15242,271,0.0,5.07,118.0,4.15,40,1.0,20,2,0.0
15243,858,1.0,7.82,155.0,3.45,50,2.0,20,2,0.0
15244,1199,1.0,6.53,158.0,4.09,50,1.0,20,4,0.0
15245,913,0.0,7.03,88.0,4.8,50,1.0,20,5,1.0
15246,255,0.0,3.96,11.0,2.47,25,1.5,15,1,1.0
15247,891,2.0,7.44,150.0,3.15,25,1.5,15,1,1.0
15248,703,0.0,7.71,82.0,4.8,50,1.0,20,2,0.0
15249,3046,2.0,6.52,137.0,2.17,40,2.0,30,6,1.0
15250,1146,0.0,6.96,89.0,4.8,50,1.0,20,4,0.0
15251,1958,0.0,5.75,88.0,3.87,25,1.5,15,1,1.0
15252,1718,0.0,5.12,101.0,4.79,50,1.0,20,4,1.0
15253,631,0.0,3.83,83.0,4.2,40,1.0,20,5,0.0
15254,1254,1.0,7.27,111.0,3.2,40,2.0,20,5,0.0
15255,1204,0.0,5.43,81.0,4.5,50,2.0,20,4,0.0
15256,861,0.0,3.97,96.0,4.87,50,1.0,10,2,1.0
15257,962,0.0,7.2,122.0,2.87,10,1.0,20,5,0.0
15258,761,1.0,2.23,36.0,4.02,50,2.0,10,2,0.0
15259,4131,0.0,7.19,160.0,2.82,25,1.5,15,1,1.0
15260,996,0.0,6.2,88.0,4.8,50,1.0,20,5,0.0
15261,1254,0.0,5.24,113.0,3.84,40,2.0,20,4,0.0
15262,738,0.0,6.59,87.0,4.49,50,2.0,20,5,0.0
15263,220,3.0,7.51,145.0,2.84,50,1.0,20,1,0.0
15264,727,1.0,6.51,141.0,3.79,50,2.0,20,2,0.0
15265,1606,0.0,5.35,88.0,3.24,20,2.0,20,4,0.0
15266,1191,1.0,7.51,94.0,3.85,50,2.0,20,4,1.0
15267,1230,0.0,6.18,88.0,4.49,50,2.0,20,4,0.0
15268,1146,1.0,7.25,163.0,3.45,40,1.0,20,4,0.0
15269,384,0.0,6.32,85.0,4.81,50,1.0,20,1,0.0
15270,1803,0.0,6.98,117.0,4.14,40,1.0,15,4,0.0
15271,181,0.0,6.38,151.0,4.72,50,1.0,20,2,0.0
15272,709,1.0,7.65,125.0,4.12,50,1.0,20,5,0.0
15273,443,0.0,7.59,140.0,4.1,40,1.0,20,2,1.0
15274,282,0.0,6.6,83.0,1.67,10,2.0,20,2,0.0
15275,461,0.0,5.31,91.0,3.86,50,3.0,20,5,0.0
15276,431,0.0,6.69,112.0,4.77,50,1.0,15,5,0.5
15277,2970,1.0,5.2,102.0,1.97,25,1.5,15,1,1.0
15278,472,0.0,7.14,139.0,4.73,25,1.5,15,1,1.0
15279,2154,0.0,4.3,112.0,4.79,25,1.5,15,1,1.0
15280,914,1.0,6.01,122.0,4.13,50,1.0,20,2,0.0
15281,212,0.0,7.56,115.0,4.45,50,2.0,20,3,0.0
15282,1287,0.0,6.15,95.0,4.8,25,1.0,20,4,1.0
15283,2864,3.0,6.45,126.0,2.24,50,2.0,20,6,0.0
15284,2236,0.0,5.69,96.0,3.86,40,2.0,20,4,1.0
15285,1530,0.0,5.67,97.0,4.8,50,1.0,20,4,0.0
15286,494,0.0,4.11,103.0,4.17,40,1.0,20,5,0.0
15287,1172,0.0,7.72,100.0,4.78,50,1.0,20,4,0.0
15288,1532,2.0,7.26,142.0,2.85,25,1.5,15,1,1.0
15289,418,0.0,5.52,118.0,2.57,20,3.0,20,5,1.0
15290,1566,0.0,6.75,155.0,4.09,50,2.0,20,4,1.0
15291,294,0.0,8.02,150.0,4.65,50,1.0,30,2,0.0
15292,463,0.0,7.87,921.0,3.54,40,2.0,20,2,0.0
15293,3004,0.0,7.92,140.0,3.79,40,2.0,20,6,0.0
15294,346,1.0,7.7,115.0,3.82,50,2.0,20,2,0.5
15295,790,0.0,6.87,92.0,3.54,40,2.0,20,2,0.0
15296,951,0.0,4.77,102.0,4.17,50,2.0,20,2,0.0
15297,508,0.0,5.83,98.0,4.17,40,1.0,20,2,0.0
15298,2245,0.0,3.85,90.0,4.57,50,2.0,10,4,0.0
15299,7780,0.0,8.99,156.0,4.64,25,1.5,15,1,1.0
15300,1229,0.0,6.5,82.0,3.87,50,3.0,20,5,0.0
15301,292,0.0,4.45,80.0,4.76,50,1.0,30,1,1.0
15302,2038,0.0,7.24,124.0,4.75,25,2.0,20,6,0.0
15303,2866,0.0,8.65,136.0,4.04,40,1.0,30,6,1.0
15304,2272,1.0,5.92,108.0,4.15,50,1.0,20,4,0.0
15305,12921,1.0,5.31,93.0,2.92,20,1.0,20,4,0.0
15306,479,1.0,6.46,132.0,2.86,40,2.0,20,1,1.0
15307,888,1.0,6.55,101.0,2.28,10,1.0,20,5,0.0
15308,558,0.0,5.22,116.0,4.15,25,1.5,15,1,1.0
15309,529,0.0,7.93,103.0,4.46,50,2.0,20,5,0.0
15310,3600,0.0,7.34,95.0,4.47,50,2.0,20,6,0.0
15311,3500,0.0,6.62,95.0,4.48,50,2.0,20,6,0.0
15312,2207,1.0,7.0,144.0,4.1,50,1.0,20,4,0.0
15313,261,1.0,5.84,82.0,2.93,40,2.0,20,2,0.0
15314,729,0.0,7.55,155.0,4.08,50,2.0,20,5,0.0
15315,1035,0.0,6.47,90.0,4.8,50,1.0,20,5,0.0
15316,569,1.0,5.51,112.0,2.9,40,2.0,20,2,0.0
15317,2131,1.0,6.66,156.0,3.46,50,2.0,20,4,0.0
15318,793,0.0,8.48,196.0,3.02,25,2.0,30,2,0.0
15319,320,0.0,6.17,162.0,3.77,25,1.5,15,1,1.0
15320,947,0.0,6.78,126.0,4.75,50,1.0,20,2,0.0
15321,1497,0.0,6.63,107.0,2.58,10,2.0,15,4,0.0
15322,497,3.0,6.01,138.0,2.55,25,1.5,15,1,1.0
15323,1658,2.0,6.68,130.0,2.87,40,1.0,20,4,0.0
15324,574,0.0,4.56,83.0,4.19,25,1.5,15,1,1.0
15325,2080,0.0,6.22,169.0,2.82,10,1.0,20,4,0.0
15326,2622,1.0,7.1,145.0,3.16,40,2.0,20,6,0.0
15327,1907,0.0,5.86,94.0,3.86,40,2.0,20,4,0.0
15328,492,0.0,6.04,120.0,4.76,50,1.0,20,5,0.0
15329,528,0.0,4.93,104.0,4.79,50,1.0,20,2,0.0
15330,173,1.0,7.67,150.0,1.58,10,2.0,20,2,0.0
15331,1045,0.0,4.55,101.0,3.23,25,1.5,15,1,1.0
15332,1729,1.0,5.49,117.0,3.52,25,1.5,15,1,1.0
15333,134,0.0,5.24,87.0,3.24,40,3.0,20,2,0.0
15334,457,1.0,5.31,102.0,3.54,40,1.0,20,2,1.0
15335,1937,0.0,5.09,101.0,3.54,20,1.0,20,6,0.0
15336,220,0.0,4.9,81.0,3.57,20,1.0,20,1,0.0
15337,638,0.0,4.94,98.0,3.54,20,1.0,20,5,0.0
15338,840,1.0,8.34,182.0,2.73,20,1.0,30,5,0.0
15339,981,2.0,6.42,112.0,3.52,50,1.0,20,2,0.0
15340,350,0.0,7.34,102.0,4.78,50,1.0,20,2,0.0
15341,617,1.0,6.15,84.0,4.18,50,1.0,20,2,0.0
15342,950,2.0,5.33,105.0,2.59,40,2.0,20,2,0.0
15343,965,0.0,5.69,97.0,2.91,25,2.0,20,2,1.0
15344,514,0.0,8.06,140.0,3.41,40,2.0,30,2,0.0
15345,286,0.0,6.76,141.0,4.73,50,1.0,20,2,0.0
15346,2771,0.0,5.3,102.0,3.54,25,1.5,15,1,1.0
15347,1462,1.0,5.5,86.0,3.56,40,1.0,20,4,0.0
15348,1258,1.0,7.43,157.0,2.2,10,1.0,20,5,0.0
15349,2205,0.0,6.31,165.0,4.39,50,2.0,20,6,0.0
15350,3708,2.0,7.38,112.0,3.51,50,1.0,20,6,0.0
15351,697,0.0,5.53,82.0,3.31,20,2.0,10,5,0.0
15352,103,0.0,4.65,97.0,4.17,25,1.5,15,1,1.0
15353,1735,0.0,7.05,150.0,4.72,50,1.0,20,4,0.0
15354,566,0.0,7.12,94.0,4.79,50,1.0,20,2,0.0
15355,437,1.0,7.54,87.0,4.17,50,1.0,20,2,0.0
15356,1388,0.0,8.33,188.0,3.66,40,2.0,30,4,0.0
15357,240,0.0,6.16,89.0,4.18,40,1.0,20,2,0.0
15358,1985,0.0,5.97,80.0,4.88,50,1.0,10,4,1.0
15359,1473,0.0,7.06,153.0,4.72,50,1.0,20,4,0.0
15360,3052,0.0,5.08,100.0,4.8,50,1.0,20,6,0.0
15361,4106,3.0,6.72,104.0,1.02,10,1.0,20,6,0.0
15362,3632,0.0,7.16,114.0,3.51,20,1.0,20,6,0.0
15363,2115,0.0,4.49,869.0,4.19,50,2.0,20,4,0.0
15364,274,1.0,5.57,116.0,3.52,40,1.0,20,2,1.0
15365,1275,0.0,6.07,135.0,4.75,50,1.0,20,5,0.0
15366,3151,0.0,7.06,144.0,3.47,40,2.0,20,6,0.0
15367,659,0.0,7.29,135.0,3.8,40,2.0,20,2,0.0
15368,1724,0.0,7.3,118.0,4.76,25,1.5,15,1,1.0
15369,589,0.0,2.52,39.0,4.01,40,2.0,10,2,0.0
15370,4148,0.0,6.63,119.0,4.13,25,1.5,15,1,1.0
15371,291,3.0,7.26,153.0,2.21,40,1.0,20,1,0.0
15372,586,1.0,5.22,101.0,2.91,20,1.0,20,2,0.0
15373,2194,0.0,6.52,128.0,4.12,40,1.0,20,4,0.0
15374,1248,0.0,6.74,165.0,4.39,50,2.0,20,5,0.0
15375,718,0.0,4.92,80.0,4.19,40,1.0,20,2,0.0
15376,289,0.0,4.17,104.0,4.8,50,1.0,20,1,0.0
15377,570,1.0,7.09,148.0,4.1,25,1.5,15,1,1.0
15378,2082,0.0,4.16,90.0,3.56,20,1.0,20,6,1.0
15379,3909,1.0,6.41,169.0,3.45,50,2.0,20,6,0.0
15380,773,0.0,5.89,106.0,3.53,40,2.0,20,2,0.0
15381,2295,1.0,7.21,142.0,4.1,50,1.0,20,4,0.0
15382,1032,3.0,8.14,198.0,1.45,25,1.5,15,1,1.0
15383,227,1.0,6.42,123.0,4.13,50,1.0,20,1,0.0
15384,1385,1.0,4.02,117.0,2.9,25,1.5,15,1,1.0
15385,4135,1.0,6.44,145.0,3.48,40,1.0,20,6,0.0
15386,216,0.0,7.18,141.0,4.1,25,1.5,15,1,1.0
15387,280,1.0,5.58,116.0,3.52,40,1.0,20,1,1.0
15388,834,0.0,5.0,96.0,3.55,40,2.0,15,3,0.0
15389,755,0.0,5.77,108.0,2.59,20,3.0,20,2,0.0
15390,839,0.0,4.92,94.0,3.55,40,2.0,20,5,0.0
15391,314,0.0,6.71,119.0,2.88,10,1.0,20,2,0.0
15392,2638,0.0,5.42,86.0,4.81,50,1.0,20,6,1.0
15393,1550,1.0,8.53,195.0,1.77,25,1.5,15,1,1.0
15394,880,1.0,7.27,134.0,4.11,50,1.0,20,2,0.0
15395,640,0.0,5.29,92.0,4.18,40,1.0,20,5,0.0
15396,200,1.0,7.01,161.0,2.82,20,1.0,20,2,0.0
15397,593,0.0,4.48,113.0,3.21,20,2.0,20,2,1.0
15398,2078,2.0,8.21,144.0,2.15,20,1.0,30,4,0.0
15399,791,1.0,7.79,102.0,2.27,10,1.0,20,2,0.0
15400,880,1.0,7.29,114.0,1.94,10,2.0,20,2,0.0
15401,894,0.0,4.23,93.0,4.81,50,1.0,20,2,0.0
15402,846,0.0,4.6,107.0,3.54,25,1.5,15,1,1.0
15403,883,0.0,5.57,105.0,3.53,40,2.0,20,2,1.0
15404,405,0.0,7.89,105.0,4.14,50,2.0,20,5,0.0
15405,682,0.0,6.64,108.0,4.78,50,1.0,20,2,1.0
15406,2227,0.0,5.4,91.0,4.18,50,2.0,20,4,1.0
15407,1220,0.0,4.62,83.0,4.19,25,2.0,20,5,0.0
15408,421,1.0,4.2,111.0,2.9,20,1.0,20,5,0.0
15409,1296,0.0,6.2,145.0,4.73,50,1.0,20,5,0.0
15410,1460,0.0,3.34,57.0,4.92,50,1.0,10,4,0.0
15411,1637,0.0,7.54,121.0,4.75,50,1.0,20,4,0.0
15412,672,0.0,7.02,115.0,2.25,10,2.0,20,5,0.0
15413,985,1.0,6.54,112.0,3.83,50,2.0,20,2,0.0
15414,1054,3.0,7.43,107.0,2.89,50,1.0,20,5,0.0
15415,259,0.0,6.01,127.0,4.76,25,1.5,15,1,1.0
15416,969,0.0,6.4,116.0,4.77,25,1.5,15,1,1.0
15417,1591,1.0,7.23,97.0,3.84,50,2.0,20,4,0.0
15418,1521,0.0,6.69,91.0,3.54,20,1.0,20,4,0.0
15419,3843,2.0,8.03,150.0,3.4,50,1.0,30,6,1.0
15420,1215,0.0,7.2,92.0,4.48,50,2.0,20,4,0.0
15421,588,1.0,6.33,103.0,3.84,25,1.5,15,1,1.0
15422,1957,0.0,5.36,115.0,4.15,40,1.0,20,4,0.0
15423,846,0.0,6.32,111.0,3.52,50,1.0,20,5,0.0
15424,948,0.0,6.73,125.0,4.13,40,1.0,20,2,0.0
15425,961,1.0,8.12,135.0,3.42,50,2.0,30,2,0.0
15426,179,1.0,5.91,88.0,3.24,40,2.0,20,2,0.0
15427,477,0.0,6.4,107.0,2.58,10,2.0,20,1,0.0
15428,337,0.0,7.44,91.0,4.16,40,1.0,20,1,0.0
15429,623,3.0,6.1,81.0,2.93,50,1.0,20,5,0.0
15430,471,1.0,8.19,172.0,2.74,25,1.5,15,1,1.0
15431,697,0.0,6.98,142.0,4.42,50,2.0,20,2,0.0
15432,733,1.0,7.05,132.0,3.8,50,2.0,20,2,1.0
15433,369,0.0,5.55,120.0,4.77,50,1.0,20,2,0.0
15434,2133,1.0,7.32,163.0,2.82,40,2.0,20,4,0.0
15435,990,0.0,7.34,80.0,4.81,50,1.0,20,5,0.0
15436,2071,0.0,6.92,150.0,3.78,40,2.0,20,4,0.0
15437,1107,0.0,7.85,84.0,4.17,25,1.5,15,1,1.0
15438,850,0.0,7.61,143.0,4.16,50,2.0,10,2,0.0
15439,812,0.0,3.86,32.0,4.64,50,2.0,10,2,0.0
15440,663,1.0,7.95,106.0,4.14,50,1.0,20,5,0.0
15441,1215,0.0,7.03,122.0,4.76,50,1.0,20,4,0.0
15442,962,0.0,3.7,12.0,4.35,50,2.0,10,2,0.0
15443,345,0.0,7.07,141.0,4.1,50,2.0,20,2,0.0
15444,1482,0.0,7.55,111.0,4.45,50,2.0,20,4,1.0
15445,2462,3.0,6.41,83.0,1.36,20,2.0,20,6,0.5
15446,217,0.0,5.69,118.0,3.83,25,1.5,15,1,1.0
15447,1505,2.0,5.28,91.0,2.92,40,1.0,20,4,0.0
15448,949,0.0,6.73,102.0,4.16,50,2.0,20,2,0.0
15449,374,2.0,5.71,110.0,2.58,40,2.0,20,1,0.0
15450,1816,1.0,5.36,102.0,4.16,50,1.0,20,4,1.0
15451,169,1.0,7.1,105.0,3.52,40,1.0,20,2,0.0
15452,445,0.0,6.29,100.0,2.91,10,1.0,20,1,0.0
15453,1366,3.0,7.48,87.0,2.6,50,2.0,20,4,1.0
15454,689,0.0,6.52,112.0,3.52,20,1.0,20,2,1.0
15455,606,1.0,5.17,101.0,3.85,50,2.0,20,2,0.0
15456,917,0.0,7.0,164.0,4.7,50,1.0,20,2,0.0
15457,2180,0.0,7.33,90.0,2.91,10,1.0,20,4,0.0
15458,147,0.0,7.07,167.0,4.07,40,1.0,20,2,1.0
15459,1072,0.0,4.22,85.0,4.19,25,1.0,20,5,1.0
15460,3487,0.0,5.68,101.0,4.79,25,1.0,20,6,0.0
15461,332,0.0,6.57,120.0,4.13,50,2.0,20,2,0.0
15462,2035,0.0,6.74,133.0,2.86,25,1.5,15,1,1.0
15463,590,0.0,6.0,103.0,4.79,50,1.0,20,2,0.0
15464,1095,0.0,6.37,149.0,4.73,25,1.5,15,1,1.0
15465,954,1.0,5.79,82.0,3.25,40,2.0,20,2,0.0
15466,1824,0.0,6.27,143.0,2.54,10,2.0,20,4,0.0
15467,110,0.0,5.93,95.0,3.54,20,1.0,20,2,0.0
15468,1814,2.0,6.4,155.0,1.58,10,1.0,20,4,0.0
15469,1422,0.0,5.97,110.0,3.21,20,2.0,20,4,0.0
15470,535,0.0,7.26,168.0,2.5,10,2.0,20,2,1.0
15471,1369,0.0,7.17,87.0,4.8,25,1.5,15,1,1.0
15472,1939,2.0,7.93,147.0,3.46,50,1.0,20,4,0.0
15473,1164,0.0,5.38,117.0,4.46,50,2.0,20,5,0.0
15474,1174,1.0,6.34,113.0,2.89,40,2.0,20,4,0.0
15475,832,2.0,6.84,106.0,3.21,50,2.0,20,2,0.0
15476,1442,0.0,4.4,109.0,3.85,25,1.5,15,1,1.0
15477,406,1.0,7.5,137.0,3.48,40,1.0,20,1,0.0
15478,3148,0.0,6.61,95.0,3.85,40,2.0,20,6,0.0
15479,677,0.0,5.51,97.0,3.54,25,1.5,15,1,1.0
15480,266,0.0,5.29,117.0,4.77,50,1.0,20,2,0.0
15481,834,1.0,5.51,107.0,3.53,40,1.0,20,2,0.0
15482,1573,0.0,8.52,196.0,3.02,20,2.0,30,4,0.0
15483,403,0.0,6.13,112.0,3.9,40,2.0,10,2,0.0
15484,1668,1.0,7.09,86.0,3.86,50,2.0,20,4,0.0
15485,1802,2.0,8.31,153.0,2.14,25,1.5,15,1,1.0
15486,1481,3.0,7.88,157.0,2.2,50,2.0,20,4,1.0
15487,836,0.0,4.49,107.0,3.54,40,2.0,20,5,0.0
15488,1834,0.0,7.65,82.0,4.49,50,2.0,20,4,0.0
15489,979,0.0,7.5,114.0,4.76,50,1.0,20,2,1.0
15490,478,1.0,6.34,123.0,4.13,50,1.0,20,2,0.0
15491,2659,0.0,6.82,101.0,4.47,50,2.0,20,6,0.0
15492,1657,0.0,6.27,127.0,4.75,50,1.0,20,3,0.0
15493,817,3.0,6.59,97.0,2.91,50,1.0,15,2,0.0
15494,17669,0.0,4.91,111.0,3.53,40,2.0,20,4,0.0
15495,2005,0.0,6.59,158.0,3.77,50,3.0,20,6,0.0
15496,116,1.0,6.64,150.0,3.78,50,2.0,20,2,0.0
15497,3057,0.0,7.21,129.0,4.12,50,2.0,20,6,0.5
15498,1051,0.0,7.51,100.0,4.47,50,2.0,20,5,0.0
15499,899,1.0,7.52,115.0,3.82,50,2.0,20,5,0.0
15500,1997,0.0,5.1,113.0,4.15,40,1.0,20,4,1.0
15501,186,0.0,7.21,134.0,4.74,25,1.5,15,1,1.0
15502,220,0.0,5.5,120.0,4.14,40,1.0,20,1,1.0
15503,481,0.0,5.64,85.0,4.81,25,1.0,20,2,0.0
15504,1148,1.0,3.25,63.0,3.66,40,1.0,10,4,0.0
15505,481,1.0,6.71,101.0,4.16,50,1.0,20,1,0.0
15506,1792,1.0,6.5,162.0,4.08,50,1.0,20,4,1.0
15507,1288,2.0,6.99,103.0,2.9,50,2.0,20,5,0.0
15508,2756,2.0,6.93,142.0,2.85,40,1.0,20,6,1.0
15509,1976,0.0,8.56,198.0,4.71,50,1.0,10,4,1.0
15510,449,0.0,5.47,117.0,4.14,40,1.0,20,2,0.0
15511,813,0.0,8.45,147.0,4.03,50,2.0,30,5,1.0
15512,1805,0.0,7.29,123.0,4.44,50,2.0,20,4,0.0
15513,1106,0.0,5.86,111.0,4.78,50,1.0,20,4,0.0
15514,1558,0.0,5.22,89.0,4.18,40,1.0,20,4,0.5
15515,417,0.0,4.61,96.0,4.18,25,1.5,15,1,1.0
15516,2077,0.0,6.8,143.0,4.04,25,1.5,15,1,1.0
15517,3776,0.0,6.46,111.0,4.15,25,1.5,15,1,1.0
15518,1462,0.0,5.0,120.0,4.77,50,1.0,20,4,0.0
15519,1349,0.0,5.9,112.0,3.52,20,1.0,20,4,0.0
15520,1372,3.0,5.39,84.0,2.62,50,2.0,20,4,0.0
15521,1473,0.0,5.85,113.0,3.83,40,2.0,20,4,0.0
15522,412,0.0,6.83,85.0,2.61,10,2.0,20,2,0.0
15523,429,0.0,5.53,86.0,3.24,20,2.0,20,2,0.0
15524,751,0.0,5.78,118.0,4.77,25,1.5,15,1,1.0
15525,318,1.0,7.49,96.0,4.16,50,1.0,20,2,1.0
15526,121,0.0,7.41,91.0,4.17,25,1.5,15,1,1.0
15527,1414,0.0,5.79,87.0,3.55,40,2.0,15,4,1.0
15528,885,1.0,6.26,135.0,4.12,50,1.0,20,2,1.0
15529,293,0.0,7.58,84.0,4.17,50,2.0,20,1,0.0
15530,791,0.0,7.34,165.0,4.07,40,1.0,20,5,0.0
15531,1911,1.0,7.57,98.0,3.53,50,2.0,20,4,1.0
15532,739,0.0,7.44,146.0,3.78,50,3.0,20,2,0.0
15533,1701,0.0,6.93,103.0,4.15,25,1.5,15,1,1.0
15534,1210,0.0,5.48,96.0,4.17,40,1.0,20,5,0.0
15535,654,0.0,7.82,163.0,3.44,20,1.0,20,2,0.0
15536,669,3.0,6.51,119.0,2.88,50,1.0,20,2,0.0
15537,449,2.0,6.61,131.0,2.55,40,2.0,20,1,1.0
15538,240,1.0,5.91,108.0,3.53,40,1.0,20,3,1.0
15539,352,0.0,6.44,124.0,4.44,25,1.5,15,1,1.0
15540,589,0.0,8.44,196.0,3.96,40,1.0,30,5,0.0
15541,635,1.0,7.91,161.0,3.45,40,1.0,20,2,0.0
15542,523,0.0,7.17,94.0,4.48,50,2.0,20,2,0.0
15543,2191,1.0,7.22,132.0,1.92,10,2.0,20,4,0.0
15544,2487,0.0,6.72,125.0,4.75,50,1.0,20,6,0.0
15545,781,0.0,5.0,110.0,4.78,25,1.0,20,2,0.0
15546,922,0.0,7.14,162.0,3.45,20,1.0,20,5,0.0
15547,1553,1.0,7.35,147.0,4.1,50,1.0,20,4,0.0
15548,214,1.0,6.48,82.0,3.87,50,2.0,20,2,0.0
15549,2141,1.0,6.3,116.0,1.63,10,2.0,20,4,0.0
15550,1357,1.0,5.96,116.0,3.83,50,2.0,20,4,0.0
15551,3118,0.0,6.77,102.0,4.16,50,2.0,20,6,0.0
15552,1175,0.0,5.65,115.0,3.2,25,1.5,15,1,1.0
15553,2076,1.0,6.87,128.0,1.93,10,2.0,20,4,1.0
15554,1090,1.0,5.39,91.0,2.92,20,1.0,20,5,0.0
15555,126,2.0,7.02,137.0,1.6,20,2.0,20,2,0.0
15556,134,0.0,8.6,173.0,2.74,20,2.0,30,2,1.0
15557,261,0.0,7.45,156.0,1.89,20,2.0,20,2,0.0
15558,3137,0.0,7.28,164.0,4.39,50,2.0,20,6,0.0
15559,1709,0.0,6.65,163.0,4.71,50,1.0,20,4,0.0
15560,2231,1.0,7.26,111.0,4.14,50,1.0,20,6,0.0
15561,2082,0.0,5.56,81.0,4.19,40,1.0,20,6,0.0
15562,1389,0.0,5.36,109.0,3.53,40,1.0,20,4,0.0
15563,1959,0.0,5.73,100.0,3.54,40,2.0,20,4,1.0
15564,1159,1.0,7.9,120.0,2.87,20,1.0,20,5,0.0
15565,2801,1.0,3.6,75.0,3.64,25,1.5,15,1,1.0
15566,951,0.0,6.69,165.0,3.45,40,2.0,20,5,0.0
15567,3378,1.0,5.22,115.0,3.52,40,1.0,20,6,1.0
15568,550,0.0,6.58,137.0,4.74,50,1.0,20,2,0.0
15569,2220,0.0,4.28,102.0,3.54,25,1.5,15,1,1.0
15570,468,0.0,3.28,20.0,4.91,50,1.0,20,1,0.0
15571,474,1.0,4.94,81.0,3.57,25,1.5,15,1,1.0
15572,1892,1.0,4.24,112.0,4.16,50,1.0,20,4,0.0
15573,666,0.0,6.87,90.0,4.48,50,2.0,20,5,0.0
15574,788,0.0,5.85,115.0,4.46,50,2.0,20,5,1.0
15575,898,1.0,3.31,89.0,2.69,20,2.0,10,2,1.0
15576,3947,0.0,7.43,163.0,4.7,50,1.0,20,6,0.0
15577,779,0.0,7.2,99.0,4.16,50,2.0,20,5,0.0
15578,812,0.0,6.74,123.0,4.13,50,2.0,20,2,0.0
15579,281,0.0,6.03,87.0,4.49,50,2.0,20,2,1.0
15580,8359,1.0,6.87,81.0,4.18,50,1.0,20,2,0.0
15581,335,0.0,5.94,117.0,4.14,25,1.5,15,1,1.0
15582,3820,0.0,6.51,91.0,4.8,50,1.0,20,6,0.0
15583,1614,0.0,5.84,95.0,3.86,40,2.0,20,4,0.0
15584,483,1.0,5.93,91.0,2.61,20,2.0,20,2,0.0
15585,1485,0.0,6.71,155.0,2.83,10,1.0,15,4,0.0
15586,900,0.0,7.54,157.0,4.08,50,2.0,20,2,0.0
15587,1632,2.0,7.98,110.0,3.2,50,2.0,20,4,0.0
15588,330,0.0,6.68,149.0,3.78,40,2.0,20,2,1.0
15589,893,1.0,6.3,117.0,4.14,50,1.0,20,2,0.0
15590,272,0.0,5.59,102.0,3.54,40,2.0,20,2,0.0
15591,194,0.0,7.49,165.0,3.44,25,1.5,15,1,1.0
15592,924,0.0,7.18,170.0,2.81,25,1.5,15,1,1.0
15593,2057,0.0,5.5,114.0,3.52,40,2.0,20,4,0.0
15594,716,1.0,6.44,151.0,3.78,25,1.5,15,1,1.0
15595,382,0.0,6.15,112.0,4.15,50,1.0,20,1,0.0
15596,1249,0.0,6.72,152.0,3.15,20,2.0,20,5,0.0
15597,1280,2.0,8.74,192.0,3.34,50,1.0,30,4,0.0
15598,253,1.0,7.13,85.0,3.23,40,2.0,20,2,0.0
15599,1967,0.0,6.03,142.0,4.11,25,1.5,15,1,1.0
15600,2284,0.0,7.63,143.0,4.73,50,1.0,20,4,0.0
15601,857,0.0,6.93,126.0,4.75,50,1.0,20,5,0.0
15602,2053,0.0,4.68,92.0,4.49,50,2.0,20,4,1.0
15603,3129,2.0,5.57,83.0,3.25,50,2.0,20,6,0.0
15604,1735,0.0,7.97,113.0,3.82,50,3.0,20,4,1.0
15605,1081,0.0,8.01,148.0,4.65,50,1.0,30,5,0.0
15606,1994,0.0,3.8,47.0,4.93,50,1.0,10,4,1.0
15607,721,2.0,6.87,170.0,2.5,40,2.0,20,2,0.0
15608,524,1.0,8.95,178.0,3.67,25,1.5,15,1,1.0
15609,9835,0.0,5.15,95.0,3.55,40,2.0,20,2,0.0
15610,224,0.0,8.1,142.0,4.35,50,2.0,30,2,0.0
15611,247,0.0,5.78,120.0,4.77,50,1.0,20,1,0.0
15612,710,0.0,7.16,155.0,4.71,25,1.5,15,1,1.0
15613,733,1.0,6.49,152.0,4.09,50,1.0,20,5,0.0
15614,954,1.0,8.84,173.0,2.74,20,1.0,30,2,0.0
